Bonjour, je peux vous renseigner ?	Hello, can I help you?	salutations
Bonne journée, au revoir !	Have a good day, goodbye!	salutations
Bonjour, j'ai une réservation au nom de Martin.	Hello, I have a reservation under the name Martin.	salutations
Merci beaucoup pour votre aide.	Thank you very much for your help.	salutations
On se voit la semaine prochaine.	See you next week.	salutations
On se voit lundi.	See you Monday.	salutations
À la semaine prochaine.	See you next week.	salutations
À lundi.	See you Monday.	salutations
À ce soir.	See you tonight.	salutations
À tout de suite.	See you in a moment.	salutations
On se rappelle plus tard.	We'll call each other later.	salutations
Comment ça va ?	How's it going?	salutations
Ça roule ?	How's it going?	salutations
Comment tu vas ?	How are you doing?	salutations
Et toi, ça va ?	And you, how are you?	salutations
Ça va et toi ?	I'm good, and you?	salutations
Bonne journée au travail !	Have a good day at work!	salutations
Comment vous appelez-vous, déjà ?	What's your name again?	questions
Quel est votre nom de famille ?	What's your last name?	questions
Vous vous appelez comment ?	What's your name?	questions
D'où venez-vous ?	Where are you from?	questions
Vous êtes d'où, exactement ?	Where exactly are you from?	questions
De quelle ville venez-vous ?	What city are you from?	questions
Vous êtes de quelle nationalité ?	What's your nationality?	questions
Où est-ce que vous habitez ?	Where do you live?	questions
Vous habitez dans le coin ?	Do you live around here?	questions
Depuis combien de temps vivez-vous ici ?	How long have you lived here?	questions
Qu'est-ce que vous faites dans la vie ?	What do you do for a living?	questions
Vous travaillez dans quel domaine ?	What field do you work in?	questions
Quel est votre métier ?	What's your job?	questions
Vous êtes étudiant ?	Are you a student?	questions
Qu'est-ce que vous étudiez ?	What do you study?	questions
Vous faites quoi comme études ?	What are you studying?	questions
Quel âge avez-vous ?	How old are you?	questions
Vous avez quel âge ?	How old are you?	questions
Vous êtes marié ?	Are you married?	questions
Vous avez des enfants ?	Do you have children?	questions
Vous avez des frères et sœurs ?	Do you have any siblings?	questions
Quelles langues parlez-vous ?	What languages do you speak?	questions
Vous parlez anglais ?	Do you speak English?	questions
Comment connaissez-vous Paul ?	How do you know Paul?	questions
Vous êtes là pour le travail ?	Are you here for work?	questions
Et vous, qu'est-ce que vous faites ?	And you, what do you do?	questions
Vous venez souvent ici ?	Do you come here often?	questions
C'est la première fois que vous venez ?	Is this your first time here?	questions
Vous restez longtemps ?	Are you staying long?	questions
Qu'est-ce qui se passe ?	What's going on?	questions
Qu'est-ce qui se passe ici ?	What's going on here?	questions
Qu'est-ce que vous voulez dire ?	What do you mean?	questions
Comment ça ?	What do you mean? / How so?	questions
Qu'est-ce que tu entends par là ?	What do you mean by that?	questions
Pouvez-vous m'expliquer ?	Can you explain to me?	questions
Vous pouvez m'expliquer comment ça marche ?	Can you explain how this works?	questions
Est-ce que c'est loin ?	Is it far?	questions
C'est encore loin ?	Is it still far?	questions
On est bientôt arrivés ?	Are we almost there?	questions
Qu'est-ce que ça veut dire ?	What does that mean?	questions
Qu'est-ce que ce mot veut dire ?	What does this word mean?	questions
Ça veut dire quoi exactement ?	What exactly does that mean?	questions
Est-ce que je peux entrer ?	May I come in?	questions
Est-ce que je peux vous poser une question ?	May I ask you a question?	questions
Est-ce que je peux m'asseoir ici ?	May I sit here?	questions
Je peux y aller ?	Can I go now?	questions
Pourriez-vous parler plus lentement ?	Could you speak more slowly?	questions
Pourriez-vous répéter, s'il vous plaît ?	Could you repeat that, please?	questions
Pourriez-vous me montrer ?	Could you show me?	questions
Pourriez-vous me donner un exemple ?	Could you give me an example?	questions
Savez-vous si c'est ouvert ?	Do you know if it's open?	questions
Savez-vous si le train est à l'heure ?	Do you know if the train is on time?	questions
Vous savez s'il y a une pharmacie près d'ici ?	Do you know if there's a pharmacy nearby?	questions
Qu'est-ce que vous en pensez ?	What do you think about it?	questions
Qu'est-ce que vous me conseillez ?	What do you recommend?	questions
Qu'est-ce qu'on fait maintenant ?	What do we do now?	questions
Qu'est-ce qu'il y a ?	What's the matter?	questions
Qu'est-ce qui ne va pas ?	What's wrong?	questions
Qu'est-ce que vous avez dit ?	What did you say?	questions
Vous avez dit quoi ?	What did you say?	questions
À quelle heure ça commence ?	What time does it start?	questions
À quelle heure on se retrouve ?	What time are we meeting?	questions
Jusqu'à quelle heure c'est ouvert ?	Until what time is it open?	questions
Depuis quand vous êtes là ?	Since when have you been here?	questions
Depuis combien de temps vous attendez ?	How long have you been waiting?	questions
Ça fait combien de temps ?	How long has it been?	questions
Ça dure combien de temps ?	How long does it last?	questions
Combien de temps il faut pour y aller ?	How long does it take to get there?	questions
Où est-ce qu'on peut manger par ici ?	Where can we eat around here?	questions
Où est-ce que je peux acheter un billet ?	Where can I buy a ticket?	questions
Par où on passe ?	Which way do we go?	questions
C'est par où ?	Which way is it?	questions
Comment on fait pour aller au centre-ville ?	How do we get to the city center?	questions
Comment ça s'écrit ?	How do you spell that?	questions
Comment on dit ça en français ?	How do you say that in French?	questions
Comment vous vous appelez ?	What's your name?	questions
Comment je peux vous joindre ?	How can I reach you?	questions
Qui est au courant ?	Who knows about it?	questions
Qui s'occupe de ça ?	Who's handling this?	questions
À qui je dois m'adresser ?	Who should I speak to?	questions
C'est à qui le tour ?	Whose turn is it?	questions
Pour qui c'est ?	Who is it for?	questions
De quoi vous parlez ?	What are you talking about?	questions
De quoi il s'agit ?	What is it about?	questions
Quel est le problème ?	What's the problem?	questions
Quelle est la différence ?	What's the difference?	questions
Quel jour on est ?	What day is it?	questions
On est quel jour aujourd'hui ?	What's the date today?	questions
Vous en voulez combien ?	How many would you like?	questions
Il en reste combien ?	How many are left?	questions
Ça coûte combien en tout ?	How much is it altogether?	questions
Je vous dois combien ?	How much do I owe you?	questions
Pourquoi pas ?	Why not?	questions
Pourquoi vous dites ça ?	Why do you say that?	questions
Et alors ?	So what? / And then?	questions
Et après ?	And then what?	questions
Ça vous dérange si j'ouvre la fenêtre ?	Do you mind if I open the window?	questions
Ça vous dérange si je me joins à vous ?	Do you mind if I join you?	questions
Est-ce que ça vous va ?	Does that work for you?	questions
Ça vous convient ?	Is that okay with you?	questions
Vous êtes sûr ?	Are you sure?	questions
Vous en êtes certain ?	Are you certain?	questions
Vous pouvez vérifier ?	Can you check?	questions
Vous auriez l'heure ?	Do you have the time?	questions
Vous auriez une minute ?	Do you have a minute?	questions
Vous comprenez ?	Do you understand?	questions
Vous me suivez ?	Are you following me?	questions
C'est quoi le souci ?	What's the issue?	questions
C'est urgent ?	Is it urgent?	questions
On peut se tutoyer ?	Can we use "tu" with each other?	questions
Vous voulez que je vous aide ?	Do you want me to help you?	questions
Qu'est-ce que je peux faire pour vous ?	What can I do for you?	questions
Comment ça se fait ?	How come?	questions
Vous pouvez me rappeler votre nom ?	Can you remind me of your name?	questions
Vous habitez où exactement ?	Where exactly do you live?	questions
À quoi ça sert ?	What's it for?	questions
Excusez-moi, où est la gare ?	Excuse me, where is the station?	questions
Pouvez-vous m'indiquer le chemin ?	Can you show me the way?	questions
Comment est-ce que je vais à la gare ?	How do I get to the station?	questions
Comment on va au centre-ville ?	How do you get to the city center?	questions
Quelle direction pour le musée ?	Which way to the museum?	questions
C'est par où, l'office de tourisme ?	Which way is the tourist office?	questions
Est-ce que c'est loin d'ici ?	Is it far from here?	questions
Est-ce que c'est près d'ici ?	Is it near here?	questions
On peut y aller à pied ?	Can we walk there?	questions
C'est à quelle distance ?	How far is it?	questions
Ça prend combien de temps à pied ?	How long does it take on foot?	questions
Est-ce que ce bus va au centre-ville ?	Does this bus go to the city center?	questions
Est-ce que ce train va à Lyon ?	Does this train go to Lyon?	questions
C'est bien le bus pour la gare ?	Is this the right bus for the station?	questions
Quel bus va à l'aéroport ?	Which bus goes to the airport?	questions
Quelle ligne de métro je dois prendre ?	Which metro line should I take?	questions
Je dois changer de ligne ?	Do I have to change lines?	questions
Où est-ce que je dois descendre ?	Where do I have to get off?	questions
C'est quel arrêt pour le Louvre ?	Which stop is it for the Louvre?	questions
Le prochain arrêt, c'est lequel ?	What's the next stop?	questions
Vous pouvez me dire quand descendre ?	Can you tell me when to get off?	questions
C'est combien le billet ?	How much is the ticket?	questions
Où est-ce que je peux acheter un ticket ?	Where can I buy a ticket?	questions
Il y a un distributeur de billets ?	Is there a ticket machine?	questions
À quelle heure part le prochain train ?	What time does the next train leave?	questions
Le train part de quel quai ?	Which platform does the train leave from?	questions
C'est sur quel quai ?	Which platform is it?	questions
Le train a du retard ?	Is the train delayed?	questions
À quelle heure arrive le train à Nice ?	What time does the train arrive in Nice?	questions
Est-ce que le train est direct ?	Is it a direct train?	questions
Je dois composter mon billet ?	Do I have to validate my ticket?	questions
Est-ce que cette place est libre ?	Is this seat free?	questions
Pouvez-vous appeler un taxi ?	Can you call a taxi?	questions
Combien ça coûte pour aller au centre ?	How much is it to the center?	questions
Vous prenez la carte ?	Do you take card?	questions
Vous pouvez me déposer ici ?	Can you drop me off here?	questions
Où est l'arrêt de bus le plus proche ?	Where's the nearest bus stop?	questions
Où est la station de taxis ?	Where's the taxi stand?	questions
Il y a une station de métro près d'ici ?	Is there a metro station near here?	questions
Le bus passe tous les combien ?	How often does the bus come?	questions
Vous pouvez me montrer sur la carte ?	Can you show me on the map?	questions
On est où, là, sur le plan ?	Where are we on the map?	questions
C'est dans quelle direction ?	Which direction is it?	questions
Faut prendre quelle sortie de métro ?	Which metro exit should I take?	questions
Vous connaissez le chemin pour l'hôtel ?	Do you know the way to the hotel?	questions
Y a-t-il un parking dans le coin ?	Is there a parking lot around here?	questions
Avez-vous une table pour ce soir ?	Do you have a table for tonight?	questions
À quelle heure ouvrez-vous ?	What time do you open?	questions
Est-ce que vous servez encore à manger ?	Are you still serving food?	questions
Une table en terrasse, c'est possible ?	Is a table on the terrace possible?	questions
On peut s'asseoir où on veut ?	Can we sit wherever we want?	questions
Est-ce qu'il y a de l'attente ?	Is there a wait?	questions
Vous avez la carte, s'il vous plaît ?	Do you have the menu, please?	questions
Je peux voir la carte des vins ?	Can I see the wine list?	questions
Qu'est-ce que vous nous conseillez ?	What do you recommend?	questions
C'est quoi le plat du jour ?	What's the dish of the day?	questions
Quelle est la spécialité de la maison ?	What's the house specialty?	questions
Qu'est-ce qu'il y a dans ce plat ?	What's in this dish?	questions
Vous avez un menu enfant ?	Do you have a children's menu?	questions
Vous avez choisi ?	Have you decided?	questions
Je peux avoir la carte des desserts ?	Can I have the dessert menu?	questions
Comment vous voulez votre viande ?	How would you like your meat?	questions
Saignant, à point ou bien cuit ?	Rare, medium or well done?	questions
Sans oignons, c'est possible ?	Without onions, is that possible?	questions
Je peux avoir la sauce à part ?	Can I have the sauce on the side?	questions
Vous avez du thé vert ?	Do you have green tea?	questions
Vous avez du vin au verre ?	Do you have wine by the glass?	questions
Vous me conseillez quel vin avec ça ?	Which wine do you recommend with this?	questions
De l'eau plate ou gazeuse ?	Still or sparkling water?	questions
Vous avez des bières locales ?	Do you have local beers?	questions
Est-ce qu'il y a des noix dedans ?	Are there nuts in it?	questions
Vous avez des plats sans gluten ?	Do you have gluten-free dishes?	questions
Vous avez des plats végétariens ?	Do you have vegetarian dishes?	questions
Est-ce qu'il y a de la viande dedans ?	Is there meat in it?	questions
Ce plat contient-il du porc ?	Does this dish contain pork?	questions
Est-ce que c'est épicé ?	Is it spicy?	questions
Est-ce que c'est fait maison ?	Is it homemade?	questions
C'est pour quelle taille de portion ?	What size is the portion?	questions
On peut partager une entrée ?	Can we share a starter?	questions
Vous pouvez réchauffer ce plat ?	Could you warm up this dish?	questions
Vous pouvez débarrasser, s'il vous plaît ?	Could you clear the table, please?	questions
Vous avez du sel ?	Do you have salt?	questions
Tout va bien pour vous ?	Is everything all right for you?	questions
On peut commander le dessert ?	Can we order dessert?	questions
Qu'est-ce que vous avez comme dessert ?	What do you have for dessert?	questions
On peut avoir la note ?	Can we have the bill?	questions
Est-ce que le service est compris ?	Is service included?	questions
On peut payer séparément ?	Can we pay separately?	questions
Est-ce que je peux payer par carte ?	Can I pay by card?	questions
Vous avez le wifi ?	Do you have wifi?	questions
C'est où, les toilettes ?	Where's the restroom?	questions
Est-ce que vous faites des plats à emporter ?	Do you do takeaway?	questions
Je peux emporter le reste ?	Can I take the rest to go?	questions
Bonjour, vous cherchez quelque chose de particulier ?	Hello, are you looking for anything in particular?	questions
Est-ce que vous avez besoin d'aide ?	Do you need any help?	questions
Vous avez ça dans une autre couleur ?	Do you have this in another colour?	questions
Vous l'avez en bleu ?	Do you have it in blue?	questions
Vous l'auriez en noir ?	Would you have it in black?	questions
Vous avez ça en plus grand ?	Do you have this in a bigger size?	questions
Vous l'avez en plus petit ?	Do you have it in a smaller size?	questions
Vous avez la taille au-dessus ?	Do you have the next size up?	questions
Vous avez la taille en dessous ?	Do you have the next size down?	questions
Quelle taille faites-vous ?	What size are you?	questions
Est-ce que je peux l'essayer ?	Can I try it on?	questions
Je peux essayer ces deux modèles ?	Can I try these two on?	questions
Où sont les cabines d'essayage ?	Where are the fitting rooms?	questions
La cabine est libre ?	Is the fitting room free?	questions
Vous prenez combien d'articles ?	How many items are you taking in?	questions
Vous avez ce modèle en stock ?	Do you have this model in stock?	questions
Vous l'avez en réserve ?	Do you have it in the back?	questions
Il vous en reste ?	Do you have any left?	questions
Vous pouvez me le commander ?	Can you order it for me?	questions
C'est combien, celui-ci ?	How much is this one?	questions
Ça fait combien en tout ?	How much is that altogether?	questions
Quel est le prix de cet article ?	What's the price of this item?	questions
Il y a une promotion sur ce produit ?	Is there a sale on this product?	questions
C'est en solde ?	Is it on sale?	questions
Vous n'avez pas moins cher ?	Don't you have anything cheaper?	questions
Est-ce que vous faites un prix ?	Can you do me a deal on the price?	questions
Je peux payer par carte ?	Can I pay by card?	questions
Vous acceptez la carte ?	Do you take cards?	questions
Vous prenez le sans contact ?	Do you take contactless?	questions
Je peux payer en plusieurs fois ?	Can I pay in instalments?	questions
Vous acceptez les espèces ?	Do you accept cash?	questions
Je n'ai que des billets, ça vous gêne ?	I only have notes, is that a problem?	questions
Vous avez la monnaie sur cinquante euros ?	Do you have change for fifty euros?	questions
Vous avez de la monnaie ?	Do you have change?	questions
Vous pouvez retaper votre code ?	Can you re-enter your PIN?	questions
Je peux avoir un ticket de caisse ?	Can I get a receipt?	questions
Vous voulez le ticket ?	Do you want the receipt?	questions
Vous voulez une facture ?	Would you like an invoice?	questions
Vous pouvez me faire un cadeau ?	Could you gift-wrap it for me?	questions
Vous voulez un sac ?	Would you like a bag?	questions
Le sac est payant, ça vous va ?	The bag costs extra, is that okay?	questions
Je vous mets ça dans un sac ?	Shall I put this in a bag for you?	questions
Vous avez une carte de fidélité ?	Do you have a loyalty card?	questions
Je peux cumuler des points ?	Can I earn points?	questions
Est-ce que je peux échanger cet article ?	Can I exchange this item?	questions
Vous reprenez les articles soldés ?	Do you take back sale items?	questions
Vous avez combien de temps pour rapporter un article ?	How long do you have to bring an item back?	questions
Excusez-moi, où est le rayon des chaussures ?	Excuse me, where's the shoe section?	questions
Vous pourriez m'indiquer la caisse ?	Could you point me to the till?	questions
Vous fermez à quelle heure ?	What time do you close?	questions
C'est tout pour vous ?	Is that everything for you?	questions
Avez-vous une chambre de libre ce soir ?	Do you have a room available tonight?	questions
Pour combien de nuits ?	For how many nights?	questions
Est-ce que le petit-déjeuner est inclus ?	Is breakfast included?	questions
À quelle heure est le petit-déjeuner ?	What time is breakfast?	questions
À quelle heure est le check-in ?	What time is check-in?	questions
À quelle heure dois-je libérer la chambre ?	What time do I have to check out?	questions
Puis-je laisser mes bagages à la réception ?	Can I leave my luggage at the reception?	questions
Y a-t-il un ascenseur ?	Is there an elevator?	questions
Avez-vous une chambre avec vue sur la mer ?	Do you have a room with a sea view?	questions
La chambre est à quel étage ?	What floor is the room on?	questions
Est-ce qu'il y a le wifi ?	Is there wifi?	questions
Quel est le mot de passe du wifi ?	What's the wifi password?	questions
Pourriez-vous m'appeler un taxi ?	Could you call me a taxi?	questions
À quelle heure ouvre la réception ?	What time does the reception open?	questions
Combien coûte la chambre par nuit ?	How much is the room per night?	questions
Est-ce que les taxes sont comprises ?	Are the taxes included?	questions
Acceptez-vous les cartes de crédit ?	Do you accept credit cards?	questions
Puis-je avoir la facture, s'il vous plaît ?	Can I have the bill, please?	questions
Pourriez-vous changer les serviettes ?	Could you change the towels?	questions
Le chauffage est-il inclus ?	Is the heating included?	questions
Y a-t-il un parking à l'hôtel ?	Is there parking at the hotel?	questions
Le parking est-il payant ?	Is the parking paid?	questions
Avez-vous un coffre-fort dans la chambre ?	Do you have a safe in the room?	questions
Est-ce que l'hôtel est loin du centre-ville ?	Is the hotel far from the city center?	questions
Comment puis-je aller à l'aéroport ?	How can I get to the airport?	questions
Y a-t-il une navette pour l'aéroport ?	Is there a shuttle to the airport?	questions
À quelle heure part la navette ?	What time does the shuttle leave?	questions
Pouvez-vous me réveiller à sept heures ?	Can you wake me up at seven?	questions
Pourriez-vous me recommander un bon restaurant ?	Could you recommend a good restaurant?	questions
Où se trouve l'arrêt de bus le plus proche ?	Where's the nearest bus stop?	questions
Où se trouve l'enregistrement ?	Where is check-in?	questions
À quelle porte part mon vol ?	What gate does my flight leave from?	questions
Où est la livraison des bagages ?	Where's the baggage claim?	questions
Pourriez-vous m'aider, s'il vous plaît ?	Could you help me, please?	questions
Où dois-je passer la douane ?	Where do I go through customs?	questions
Où puis-je récupérer ma carte d'embarquement ?	Where can I pick up my boarding pass?	questions
Mon vol part à quelle heure ?	What time does my flight leave?	questions
À quel terminal dois-je aller ?	Which terminal should I go to?	questions
Où est le contrôle de sécurité ?	Where is the security check?	questions
Combien de bagages puis-je emporter ?	How many bags can I take?	questions
Est-ce que les animaux sont acceptés ?	Are pets allowed?	questions
Pouvez-vous m'indiquer le chemin de la gare ?	Can you show me the way to the station?	questions
Y a-t-il une consigne pour les bagages ?	Is there a luggage storage?	questions
Puis-je modifier ma réservation ?	Can I change my reservation?	questions
Avez-vous reçu ma réservation en ligne ?	Did you receive my online booking?	questions
La chambre est-elle prête ?	Is the room ready?	questions
Puis-je faire un check-in anticipé ?	Can I do an early check-in?	questions
Y a-t-il un supplément pour le lit bébé ?	Is there an extra charge for the baby cot?	questions
Pourriez-vous appeler un médecin ?	Could you call a doctor?	questions
L'hôtel a-t-il une piscine ?	Does the hotel have a pool?	questions
Où puis-je changer de l'argent ?	Where can I change money?	questions
Y a-t-il un distributeur de billets près d'ici ?	Is there an ATM near here?	questions
Quel jour sommes-nous ?	What day are we?	questions
On est le combien aujourd'hui ?	What's the date today?	questions
Quelle est la date du jour ?	What's today's date?	questions
Vous avez l'heure, s'il vous plaît ?	Do you have the time, please?	questions
On se voit à quelle heure ?	What time do we meet?	questions
Vous êtes libre demain ?	Are you free tomorrow?	questions
Tu es libre ce week-end ?	Are you free this weekend?	questions
Vous avez un moment ?	Do you have a moment?	questions
Ça vous va, mardi prochain ?	Does next Tuesday work for you?	questions
On peut se voir jeudi ?	Can we meet on Thursday?	questions
On remet ça à plus tard ?	Shall we put it off till later?	questions
Il fait quel temps chez vous ?	What's the weather like where you are?	questions
Quel temps fait-il aujourd'hui ?	What's the weather like today?	questions
Il va faire beau demain ?	Will it be nice tomorrow?	questions
Où est la pharmacie ?	Where's the pharmacy?	questions
Où est l'hôpital ?	Where's the hospital?	questions
Avez-vous quelque chose contre la douleur ?	Do you have something for pain?	questions
Avez-vous quelque chose contre la toux ?	Do you have something for a cough?	questions
Où avez-vous mal ?	Where does it hurt?	questions
Comment vous sentez-vous ?	How are you feeling?	questions
Pouvez-vous appeler ma famille ?	Can you call my family?	questions
Est-ce que c'est ouvert la nuit ?	Is it open at night?	questions
Y a-t-il un médecin ici ?	Is there a doctor here?	questions
Ça se passe bien ?	Is it going well?	questions
Tout se passe bien ?	Is everything going well?	questions
Tout va bien ?	Is everything okay?	questions
Comment ça s'est passé ?	How did it go?	questions
Ça te dit ?	You up for it?	questions
Vous travaillez où ?	Where do you work?	questions
À quelle heure est la réunion ?	What time is the meeting?	questions
À quelle heure tu commences ?	What time do you start?	questions
À quelle heure vous commencez le travail ?	What time do you start work?	questions
